,title,review,hour,min_order,address,menu,menu_img
0,내가찜한닭-숙명여대점,맛남 먹음 좋음 먹자고하네요 빠르고 간장 찜닭 알싸해서 맵단 도둑 길이 얼어서 늦는 겠죠 간장 찜닭 빠른가요  단무지 검정색 박혀져 왔어요 보통 기본 제공 공기밥 없었고요 매콤 하니 맛있었습니다만 적은듯 없어서 되는거 시켰는데 맛있어서 놀랬어요 맛있어서 할거예요 맛있어서 얼큰한게 끝내줍니다 존맛 치즈 주셨어요 양도 적당하고 빨라요 좋습니다 소자 알기로 먹는 먹기 적고 성인 남성 먹는 양인 굿맛   양도 적당해요  많아서 남겻네 배부르게 먹고 맛잇엇어 찜닭 실패 없어서 라면 스프 났고 치즈 굳어서 왔습니다 절임 배부르게 먹었네요 찜닭 찜닭 먹어용 빠르고 나고 좋습니다 빠르고 많고,10:50 - 21:30,1300,서울 용산구 청파동3가 26-5 1층,순살안동찜닭,https://images.deliveryhero.io/image/yogiyo/REST_OWN_IMG/%EC%84%9C%EC%9A%B8/%EC%9A%A9%EC%82%B0%EA%B5%AC/502556_%EB%82%B4%EA%B0%80%EC%B0%9C%ED%95%9C%EB%8B%AD-%EC%88%99%EB%AA%85%EC%97%AC%EB%8C%80%EC%A0%90/%EC%97%85%EC%B2%B4%EC%9E%90%EC%B2%B4_20201104_502556_%EB%82%B4%EA%B0%80%EC%B0%9C%ED%95%9C%EB%8B%AD-%EC%88%99%EB%AA%85%EC%97%AC%EB%8C%80%EC%A0%90_%EC%88%9C%EC%82%B4%EC%95%88%EB%8F%99%EC%B0%9C%EB%8B%AD_1080x640.jpg?width=384&height=273&quality=100
4,계동107-안국역점,오전 했을 좋고 오후 수락 했다고 일방 취소 가게 어려울꺼 같다면 연락 취소 진행 맞는게 아닐까 일방 해결 하시는 안좋은 매장 드네 기사 친절해요 모카 기사 분도 친절해요 달달 베이커리 간단한 간식 파실 없으 신지 빠른 최고 였습니다 달달 혀유 빠르고 가격 착하고 커피 와우 시국 커피 되다니 사장 파서 장사 하십니까 라떼 존맛 구리 음료 마들렌 크로 와플 구성 하셔서 판매 하신다면 될것 왜녀 식지 오고 양도 적당하고 잇어 처음 봤는데 라떼 최소 금액 커피 한잔 사장 마음 사시 커피 만족스럽습니다 연유 커피 베트남 커피 같습니다 비교 진한 커피 좋아하는 만족스럽네요 빨라요 아메리카노 한잔 정성 주셨어요 속도 커피 훌륭합니다 아메리카노 한잔 정성 주셨어요 속도 커피 훌륭합니다 존맛 카페라떼 최고 세기 최고 카라멜 마끼아또 기사 친절하세요 빠르고 커피 맛있네요 흑임자 라떼 고소하고 맛있네요 최소 가격 낮아서 좋은 바닐라 라떼 존맛 바닥 가루 남아 그게 아쉬웠네요 후기 좋길래 달달 땡겨서 봤는데요 좋고 빠르고 가격 착합니다 분만 완컵 버렸네요 시켜서 보려구요 파세요   최소 금액 낮아서 좋은데 뭔가 죄송스럽 고소하고 진한 커피 좋아하는데 딱이었어요,10:00 - 23:00,2500,서울 종로구 계동 140-55 지상1층,아메리카노,https://images.deliveryhero.io/image/yogiyo/STOCK_IMG/%EC%9D%8C%EB%A3%8C%EC%A3%BC%EB%A5%98/%EC%BB%A4%ED%94%BC/%EC%8A%A4%ED%83%81_20171208_yogiyo_mg_5830_%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8ice01_1080x640.png?width=384&height=273&quality=100
8,맥도날드-명동2점, 요즘 추운데 감사하고 수고 많으셨습니다 먹겠습니다 빨랐어요 양도 먹기 많아서 감자 튀김 남겼어요 행운 버거 만족합니다 쉐이크 맛있네요 행운 골드 버거 레드 감자 튀김 굿굿 빠르고 존맛 먹었는데 맛있었어용 빠른 버거안에 야채 없어요 없던 적은 처음 납작해요 양상추 한장 들어간 느낌 야채 안나 편의점 버거 데워 먹는거랑 비슷하 달까 매장 먹었을 차이가있네요  맥도날드 베이컨 토마토 디럭스 맛있는것 먹었네요 클수 마스 이브 직원 즐겁게 해주 고파 성공했네요 즣아하 먹는모습 뿌듯했답니다 나게 슈비 버거 맛남   빨랐던 좋았고요 맛있네요 만족합니다 빠르고 감자 튀김 추운데 빠르게 주셔서 감사 드려요 맥도날드 맛있네요 빨랐네요 매우 만족 맛있네요 좋았어요 매우 만족 상황 다르긴 비교 왔네요 좋았어요 다르지만 평소 비교 빨랐네요 좋았어요 배고파서 그랬는지 먹었네요 무척 맛있네요 매우 만족 아는 맥날 맛있음 맛있음 맛있음 소스 점심시간 걸릴거라 했지만 걸렸습니다 점심시간 끝나기 분전 들어갔어요 예상 되어서 존맛탱 받았습니다 빠르고 존마 유우 츠르 추출  세트 개는 프라이 시켰는데 프렌치프라이 왔어요 전화 말씀드렸더니 차액 계좌 이체 해주신다고 하셨어요 기사 친철 하시고 주셨습니다 빅맥 새로 나온거 그랬음 맥너겟운 맛있음 이용 하고있습니다 빠름  머것습니 빠르고 넘겼어요  맥도날드 먹방 콤보 친절하십니다 번창 하세요 비오는데 기사 안경 습기 차서 갖다주시고 감사 드려요 상한 햄버거 귀찮아서 버림 양도 많고 맛있었어용 치킨너겟 맥날 이따 빨대 주셨네요 저번 그러셨는데 부탁드립니다 와서 좋았어요 비오는데도 가져다 주셔서 감사해요  걸려서 왔어요 맥날 비오는데 하시느라 고생 많으시네요 더운 불과하고 아저씨 수고 많으셨어요 맥도날드 파스 푸드 퀼러티 포장 만원 행복  빠르고 좋았어요 회사 먹는거라서 늦게 걱정 는데 일찍 좋앗습니다 치킨너겟 케이준 소스 빠르고 차갑게 식었네요 아닌듯 아주 아유 나유 와서 따뜻하게 먹을수 있었어요 친절한 기사 덕분 기분 좋게 고맙습니다 죄송하게 기다리시게 했지만 친절 이셨음 라지 사이즈 처음 시켜 봤는데 불고기 런가 작긴 작았고 버거 열었는데 양상추 빠져나오고 몇개 쪼가리 없었음 너겟 말라 비틀어졌고 치즈스틱 따듯 했음 트리플 치즈 는데 적어 보였지만 똑같은 건가 존맛 꼈네요 왔는데 케찹 아예 왔어요 빠르고 라이더 친절하셨어요 포장 안전하게 오고 햄버거 넣어주시고 사진 빈약 해보이지만 튀도 주셔서 잇어요 바뀐거 굿굿 먹었 니당 야채 어딧 어딧어 장난 하세요 분만 오는 있어요 콜라 녹아서 버렸습니다 예상 초과 되서 받았고 밀크쉐이크 녹아서 왔지만 굿굿 아주 파이 버거 좋았어요 빠르구 전보 좋아진듯 쪼끔 아쉽 기는 사고 포장 깔끔하게 와서  감자 튀김 요청 사항 들어주셔서 양도 많아여   맛없다 할인 구매 가치 없음 집앞 인대 상하이 치킨 다식 딱딱하게 굳어있음 짜증나는 햄버거 땡기는 맥도날드 직원 수다 떨면서 괜찮아요 옛날 생각나서 구입 했음 감자 튀김 찌꺼기 왔네요 심하네요 적당 적당 맥도날드  예상 마니 늦긴 했지만  뚝딱 시국 엄청나게 빨라요 완료 알람 음식 왔지만  받았습니다 뭔가 깔고 앉은거처럼 엄칭 납작하게 왔어요 시킨 슈슈버거 납작했습니다 빨라요,11:00 - 22:00,3000,"서울 중구 회현동3가 1-5 삼영빌딩 1층,2층,3층",맥스파이시Ⓡ 상하이버거 라지 세트,https://images.deliveryhero.io/image/yogiyo/PARTNER_FR_IMG/%EB%A7%A5%EB%8F%84%EB%82%A0%EB%93%9C/2020-09-21/%EC%A0%9C%ED%9C%B4FR_20200918_%EB%A7%A5%EB%8F%84%EB%82%A0%EB%93%9C_%EB%A7%A5%EC%8A%A4%ED%8C%8C%EC%9D%B4%EC%8B%9CR%EC%83%81%ED%95%98%EC%9D%B4%EB%B2%84%EA%B1%B0%EB%9D%BC%EC%A7%80%EC%84%B8%ED%8A%B8_1080x640.jpg?width=384&height=273&quality=100
12,커피나무-약수역점,빠른 커피콩 서비스 이벤트 카페라떼 왔어요 최소 금액 적어서 시켜 마시기 좋은 같습니다 맛있다 시킬게 요청 드린 서비스 와서 아쉬웠어요 티백 감사해요 마실게요 커피 커피콩 맛있나 봐요 카스테라 부드럽고 좋았습니다 설탕 필요없는데 커피 맛있는데 다이어트 내일 운동 해야겠네요 친절하셔서 빠르 구오 커피콩 맛있다고 썼다고 보내주시다니 케잌 맛있네 먹구있어용 어려운 시기 힘내세요 북적 거리 매장 케이크 커피 놓고 떠들던 기억 생각나는 커피나무 딸기 프로 마쥬 품절 아쉽지만 녹차 변경 포장 문제 없었고 커피 쪼금 비싸서 망설였는데 집의 녹차 프로 마쥬 들어 차고 뻔하지 않네요 케이크 종류 워낙 많아서 시켜야 오레 오레 케이크 생긴 건지 설명 비주 궁금한데 검색 나와서 아쉬워요 서비스 세상 식지 포장 꼼꼼하게 왔구요 케잌 시킬 딸기 먹기 맛있는 커피 아까워요 치즈케잌 먹을래요 근처 맛있는 커피 맛집 잇어서 행복 만족 레드 벨벳 크림 시트 신선해요 회전 런가 시켜도 똑같은 퀄리티 크림 미가 감동 워커힐 조선 호텔 케익 케익 딸기 더블 프로 마쥬 데코 레이 섬세하고 값싼 딸기 은은하고 자연스러운 좋았어요 속도 준수 하셔서 여기는 커피 뒷맛 좋네요 풍겨요 아이스커피 전용 원두 쓰시 건지 전체 벨런스 커피 얼음 단단해서 녹아서 마틸다 케이크 케잌 궁금했는데 나올것 큼직하고 초콜릿케이크 가격 사이즈 웬만한 카페 케잌 배는 충분히 넘는 크기 진하고 좋네요 커피 머랭 쿠키 감사해요 케이크 땡겨서 해봤어요 맛더 고구마 치즈 둘다 먹을수있어서 독특한거 같아 가족 달달 먹었오요 아아 나구 머랭 쿠키 감사해용 친절하시고 손편지 주심 서비스 좋아서 재구매 좋고 서비스 좋고 전혀 아깝지 않아요 마실게요 괜찮았지만 얼그레이 풍부하게 났으면 레드 벨벳 케이크 아주 맛있네요 시트 촉촉하고 크림 농도 짙으면서 부드러워요 케익 평범했는데 이건 일반 치즈 케익 오레오 치즈 케익 된거 시원하고 깔끔하게잘 처음 나쁘지 않네요 티타임  여전히 아이스 라떼 고소하고 서비스 커피콩 합리 최소 서비스 주싲 커피콩  저번 먹구 맛있어서 했어용 하구 부드럽고 서비스 커피콩 맛있네요 촉촉하고 최고 감사합니당 좋고 빨라요 서비스 진심 시켜 먹을게요 커피 대박나세요 빠른 배송비 전혀 아깝지 않아요 케익 가족 나게 먹고있 니당 커피콩 커피 먹으니 찰떡 궁합 코로나 집콕 딱이에 커피 맛있다구 좋아하세 디저트 고파서 처음 드렸습니다 치즈케이크 불만 맛있는 치즈케이크 매우 만족 먹고 음식 음식 세심 신경 써주신 케이크 포장 어머니 드릴 히비스커스 관해 동봉 하여 신경 써주신 포함 음식 시킨 가장 기분 좋게 음식 받아 보는 힘든 나날 손님 친절함을 보여주셔서 디저트 땡긴 시킬 있게 되면 좋겠네요  바닐라 라떼 땡겨서 먹고싶었는데 한잔 해주셔서 남는것도 없으실텐데 서비스 맛없으면 안되니까 리뷰 디저트 할게요 먹겠 니당 빨라요 거기 커피콩 서비스 최고 먹겠 커피 괜찮아요 스트레스 받을 땡기는데 먹고 있어요 정성스러운 쪽지 서비스 커피나무 간지 됐는데 된다니 커피 마시면서 보고싶당 바닐라 라떼 진짜진짜 커피나무 인것 추운데 따뜻해서 좋았습니다 커피콩 귀엽게 생겼는데 있네 자주 시켜 먹을게 진심 존맛 드세요 부드럽고 고구마 무스 가득 치즈케잌 가득하고 럼블 환상 서비스 커피콩 귀여워 보통 카페 최소 요금 높게 잡아서 시키기 힘든데 여긴 기준 낮아서 좋네요 음료 괜찮고 커피콩 만원 이상일 주시 봤는데 서비스 편하게 커피 시켜 먹을수 좋았어요 왔지만 사장 친절하셔서 감동 아메리카노 부드럽고 라떼 스탈 녹차 라떼 따듯 왔고 커피콩 후식 죄송했어요 메모 써주시고 친절함에 감동 마실게요 어려운 시국 화이팅 하세요 서비스 좋고 콩빵 왤케 맛있나요 빠르구 커피 커피콩 서비스 주셔서 커피한잔 여고 세심 쪽지 주셔서 따듯 정성 만족도 되었습니다 맛있어서 먹고 남겨요 리뷰 아메리카노 맛있다고 신랑 극찬 오프라인 매장 자주 갔는데 추워서 그런지 시켜 먹는게 빠르구 서비스 이인 많아요 휘핑추가 초콜릿 들어가있어서 좋았습니다 친절하시고 시켜 먹은 한잔 되서 기쁜 마음 마셨어요 파세요 두번째 따뜻한 라떼 받았어요 솔직히 감동 서비스 주셔서 남는게 같아 걱정 추가 머랭 프레첼 커피콩 주셨네요 맛있음 본론 들어와서 커피 아주 맛있고요 바닐라 라떼 따뜻하게 왔고요 처음 시켜 얼그레이 쉬폰 케잌 부드럽고 이예 여긴 서비스 최고 자주 시켜 먹을 커피콩 케이크 내일 먹으려고 샀는데 음료 서비스 넣어주셨어요 마실게요 케이크 맛있을거 요즘 시험 기간 이구 커피 절실 코로나 나가는 시국 좋은 카페 찾아서 기분 니당 친절하게 해주셔서 감사합니당  사이즈 업도 감사하고 서비스 맛봤어요 어제 시킨게 늦은 저녁 고맙습니다 자주 마시고 버릴 발견 손편지 사이즈 넉넉하게 마셨어요 엘레베이터 있는데 평소 되는데 건지 걸어 올라오셔가지구 해주 신분 고생 하셔서 고마웠어요 서비스 사이즈 업글 해주시 사장 센스 빨랐어요 서비스 사먹을게요 빠르고 좋네요 레드 벨벳 케이크 크림 치즈 들어간건 가요 커피 어려운데 해주셔서 빠르고 시원하게 마셨어요,10:00 - 22:45,3000,"서울 중구 신당동 369-9 명빌딩 1,2층",아메리카노,https://images.deliveryhero.io/image/yogiyo/STOCK_IMG/%EC%9D%8C%EB%A3%8C%EC%A3%BC%EB%A5%98/%EC%BB%A4%ED%94%BC/%EC%8A%A4%ED%83%81_20171208_yogiyo_mg_5781_%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8hot01_1080x640.png?width=384&height=273&quality=100
16,잘난찜닭안동찜닭전문점-약수점,양도 넉넉하고 간도 딱이었어요 감자 하니 살살 녹네요 있고 양도 먹고 남아 보관 남은것을 먹고도 남았네요  찜닭 생각날    찜닭 생각나면 시켜요 크고 감자 잡내도 안나 양도 많고 좋은데 살짝 짠거 계란찜,10:40 - 05:40,3000,서울 중구 신당동 347-326 1층,안동식 간장찜닭 ＋ 흑미밥2개,https://images.deliveryhero.io/image/yogiyo/STOCK_IMG/%ED%95%9C%EC%8B%9D/%EC%9A%94%EB%A6%AC-%EC%B0%9Cn%EC%A1%B0%EB%A6%BC%EB%A5%98/%EC%8A%A4%ED%83%81_20170825_foodon_fon01020_%EC%95%88%EB%8F%99%EC%B0%9C%EB%8B%AD01_1080x640.jpg?width=384&height=273&quality=100
20,위긴티식스, 매장 이용 계속 시켜 먹고있어요 어제 자주 먹는 할게요 바닐라 라떼 티라미수 담백하고 맛있었 니당 사진 올라가는데 티라미수 크림 부드러웠으면 좋겠어요 번창 하세요 빠르고 커피 최고  빨랐고 아아 티라미슈 괜찮았습니다,12:30 - 21:30,4600,서울 용산구 이태원동 63-4 1층,아메리카노,https://images.deliveryhero.io/image/yogiyo/STOCK_IMG/%EC%9D%8C%EB%A3%8C%EC%A3%BC%EB%A5%98/%EC%BB%A4%ED%94%BC/%EC%8A%A4%ED%83%81_20171208_yogiyo_mg_5781_%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8hot01_1080x640.png?width=384&height=273&quality=100
24,알촌 동국대점,맛있았어요 먹구있어요 맛있어서 자주 이용 번창 하세요 사진 찍었네요 간단하구 잔반 나오고 깔끔하게 뚝딱 빠르고 꿀맛 저번 처음 시켜 먹고 먹어서 시켜 먹습니다 배고파서 주실 있냐구 요청 했더니 주셨습니다 맛있구 가성 있게 주셔서 신속한 접수 정확한 알촌 시켜 먹었는데 세명 이서 시켜 먹었는데 맛있어서 죽어 버렸습니다 배기 시켜서 그릇 싹싹 긁어 먹고 빵빵  요청 사항 들어주셔서 덕분 배부르게 알밥 자주 시켜 먹을게요 간편하게 리뷰 만족합니다 적어서 아쉽 니당 버터 감칠맛 나서 좋아용 가격 이정 퀄리티  가성 좋고 맛있네요  메추리 알도 서비스 주셨다 시켜여 먹었는데 기사 기분 왔다면서 추운데 세워놓질 않나 추워서 들어가니까 신경질 두드리고 음식 건넬 짜증 내고 맛있었어용 먹었 니당 먹어용 시켜 먹을께요 나게 먹구 있어요 기본 맛있는 좋았어요 너비아니 추가 하세요 존맛 알밥 맛있어용 빨라요 알촌 맛있 니당 양도 적당하고  혼밥 춘하 시켜요 알촌 동국대 정성 양도 듬뿍 달라 늦어 아쉬웠습니다 만족합니다 배기 시켜도 모자라서 많았으면 좋겠어요 많고 맛있네요 먹겠습니다 만족스러운 알밥 알밥 먹다가 덩그 남았습니다 여기는 토핑 듬뿍 담겨 새우 튀김 좋아하는 서든 찾고는 했었는데 여기는 토핑 추가 있어 바삭바삭하고 꼬리 나네요 시켜 볼까 고민 여전히 빠르게 오고 약속 닥쳐서 신속히 먹을만한 최고 자주 시켜 먹어도 원래 후기 쓰지 꼭꼭 남겨 두고 기억 해놓고 싶어서 적습니다 좋은 하루 보내세요 빠르고 인분 돼서  빠르구 맛있어여 제육 추천 합니당 드세 강츄탱 믿고 먹는 알촌 아니겠습니까 먹었고 종종 시켜 먹을께요 추가 치즈 조화 안되는것 같아서 아쉬웠습니다 알촌 매콤 알밥 매콤 부족하면 넣어서 먹으면 알밥 같고 알밥 존맛 나중 시켜도 절대 아까운 두번째 랩핑 보내주시지 걸렷 식어서 왓네 괜찮아요 직히 있냐 양도 많고 맛있어 처음 시켜 봤는데 서비스 메추리 알도 추가 주셔서 감동 익스 프레 약속 와서 차질 일정 진행 있었어요 토핑 추가 눅눅하지도 바삭 따수 났습니다 최고 음식점 맛집 같습니다 빠르고 토핑 추가 먹으면 양도 괜찮은 잇게잘 먹는 그대로 먹고 코로나 시국 시기 바랍니다 시켜 먹을게요 맛있어용 자주 시킬 시켜 먹어요 먹던 알촌 야근 먹은 알촌 직원 맛있다고 하네요 알촌 알촌 먹고 추운 빠른 빠르고 맛있어서 자주 시켜 먹습니다 아쉽긴 있다가 먹었는데 따뜻했습니다 아쉽 기는 했지만 가격 알맞는 가격 였던것 같아 만족합니다 요즘 처럼 최고 요금 나오는 세상 적은 비용 만족감 식사 할수있는 집이였습니다 불닭 맛있어용 짱짱  믿고 합니당 맛있어 좋아용 먹고있습니다 그렇듯 간단 만족스런 맛있네요 가성 좋음 오러오 빠르고 배기 시켰는데 적은 기도 아주 달라 요청 드렸는데도 많고 맛있었어 가격 대비 식사 최고 간단히 해결 빠르고 맛잇엇습니 식당 먹는 느낌 인분 같네요 알밥 곱빼기 들어있구 계란 되있고 알도 톡톡 터져서 가성 그릇 추천 음식점  알밥 최고  먹기  시켜 먹어요 적은 금액 해주시고 가성 좋은 알밥 빠르고 있네요 자주 시켜 먹어요 양도 많았고 요청 사항 넘치게 들어주셨어요 번성 하세요 사장 인심 하셔요 메추리 서비스 양도 많고 매콤 알밥 매콤 해주셔요 포장 깔끔해요 빠르고 먹어도 알촌 좋아해서 시켰는데 치즈 토핑 추가 치즈 녹아있었네요 매장 먹는 안나,10:00 - 20:50,5000,서울특별시 중구 충무로5가 90,약매알밥,https://images.deliveryhero.io/image/yogiyo/PHOTOGRAPHER_IMG/OD/27171_menu_941339.jpg?width=384&height=273&quality=100
28,어메이징타이-이태원점,어메이징 타이 음식 먹을 있다니 좋습니다 따뜻하게 금요일 저녁 불구 기대 도착 똠양꿍 미쳤습니다 사태 땅콩 소스 곱니다 솔직히 없습니다  좋고 양도 적당해요 양도 많고 최애 이집 맛있 빨리 양도 짐한데 잇네요 처음 시킨건데 자주 용하려고요 먹는 시키는것마다 자주 시켜 먹겠습니다 태국 직접 갈수 없지만 태국 여행 느낌 들어 행복했습니다 똠양꿍 달짝 지근 했지만 빠른 어려운 시기 힘내시고 나중 할게요 소고기 쌀국수 큼지막한 고기 들어있구요 국물 진합니다 아쉬운 국물 평범한 땡기진 않아요 가격 편이구요 믿고 시키는 잇는 타이 퓨드 진심 추울 생각나고 입맛 생각나고 똠양꿍 시켰는데 최고 양도 많은데 적어진 느낌 먹을 접시 커서 런가 많았던거 같은건 기분 겠죠 하여튼 존맛 새우 보내주셨네요 먹을게요 확인 보내주세요  전반 맛있는데 팟타이 불어 왔네요 아주 양도 많습니다 분만 도착 뜨겁게도 착한 똠얌꿍 존맛   사진 찍어 아쉽네요 지난번 부모님 육수 쌀국수 소고기 쌀국수 시켜 드렸었는데 맛있다하셔서 부모님 놀러 새우 팟타이 먹고 부모님 소고기 쌀국수 어려워서 외워요 쌀국수 소고기 덩어리 들어있고 팟타이 새우도 큼지 들어간 재료 실하고 고급 지고 양도 많구요 단가 세지 이정 퀄리티 전혀 비싼 느낌 없네요 만족 간만 음식 고급 지게 먹어서 감사했습니다 오래오래 품질 변치 마시고 대박나세요 타이 음식 먹고 싶으면 시키는 먹을 맛있는데 먹어도 맛있 면도 포장 해주시는 센스  똠양꿍 최애 원래 좋아하는 시켜 먹을 좋았어요 불는건 없지만 평소 좋아하는 기본 이었는데 분만 받았어요 최고 최애 이집 미슐랭 아시져 뀌디우 똠얌꿍 똠얌 쌀국수 드셔 보세요 후기 쓰다 또침 나오네 먹는 영양 듬뿍 일듯 맛있으니까 시키세요 원래 좋아하는 코로나 시켰는데 맛있네요 종종 시켜 먹어야겠어요 찾아서 매장 직접 연락 친절하게 웅대 주셨어요 양도 굿굿 인분 시켰는데 인분 와요 혜자 아니예요 덕분 배부르게  마시고 장용 자주 먹는데 걸리는거 빼곤 좋음 괜찮은데 양은 별로 가격 비싸요 달아요   어마어마하게 많아요 가격 내려서 인분 팔아주셨음 좋겠어요 적은 아닌데 먹고 남겻어 시유 좋아하는데 맛있네요 대학교 학년 시절 미국 포틀랜드 지인 운영 하던 푸드 트럭 먹었던 눈물 겨운 팟타이 그대로 양도 많았고 자주 시켜 먹는데 파파야 샐러드 커리 얹어와 샐러드 익어서 왔네요 뜨거워져서 흐물거리 샐러드 론데 이런거 산경 쓰셔야 할듯 하네요 즐겨 먹어요 태국 아니아 식당 공기밥 아쉬워요 좋습니다 자주 시켜 먹는데 자주 시켜 먹어요 시켜 먹을만큼 자주 늦어요 평소 파타 좋아하는데 소고기 볶음 맛있네요 둘다 나게 먹었어 이음 양도 많아서 좋아하는 기사 친절했습니다 누락 되서 연락 하니 두고 십분 본인 끼리 얘기 기다리게 하더라구요 나서 누락 되었다고 보내준다고 안보 내주고 환불 진행 되었네요 누락 되면 사과 보내주면 되는데 굳이 거짓말 두고 본인 끼리 얘기 보내준다하고 취소 아닌거 같습니다 태국 쉐프 한국 매니저 간의 소통 고객 소통 중요할거 같습니다 카오 소이 먹고 싶었는데 까이가 비슷한 느낌 있음 좋았을텐데 양은 많아서 터지게 먹고 있네요 맛있는데 똠얌꿍 큰한 양도 많고 태국 음식 시켜야겠 파타 실패하지 않습니다 양도 적당하고 좋았어요 기본 이상하는거 같네요 맛있어서 가끔 시켜 먹는 온듯 하네요 죽순 들어간 커리 가지 닭고기 들어간 커리 왔어요 고민 고른건데 살짝 허무함이 전반  아쉽네요 양도 적은 적당하게 야식 먹자고 는데 아주 음식 발견 몸털 입맛 떨어져서 버렸어요 비위 상하 적은 아닌데 환불 해줘 야하는거 아닌가요 태국 먹는 요리 같아서 왔구요  아주 자주 시켜 먹는 팟타이 올라간 땅콩 아주 심하게 찌들어서 팟타이 전체 망쳐 버렸어요 먹을 지경 이었어요 닭고기 맑은 쌀국수 괜찮았어요 저번 감자 닭고기 커리 감자 쩐내 나서 먹었는데 요리실 좋은 알겠으니 재료 관리 신경 쓰셔야 주기 처음 먹고있어요 코코넛 크림 들어간 스프 존맛 할게요 많네요 새우 튀김 따뜻했어요 가족 먹고 가족 원래 자주 시켜 먹는 상태 팟타이 시켜 먹다가 처음 까이 소스 사테 시켜 먹었는데 들어있는 감자 쩐내 나서 그거 파타 팟씨유 초대 했을 시켜 먹어도 좋을 얌운센 타이 끼우안 까이 추천 합니당 미국 타이 음식 입맛 맞음 미국 타이 음식 입맛 맞음 몇번 시켰을 맛있어서 시켰는데 반정 오고 이온 숙주 레몬 빠져서 시어 버렸어요 따지 기도 귀찮았음 이만원 날림 팟타이 아주 맛있네요  훌륭해요 아주 만족스럽니다 그린 커리 묽었어요 타이 스러웠어요  좋고 양도 많아요 빠르 매웠어 별하나 뺍니다 맛있게잘 음식 쏨땀 먹을 만족도 보장 잇고 만족하네요 많다는 리뷰 봤는데 먹고 싶어서 먹는데 시켰더니 많아서 남았어요 있고 양도 많고  이집 시켜요 만족 태국 음식 시켜요 양은 많아요 태국 음식 향산료 제대로 요청 사항 국물 있으면 달라 안주시 단무지 같은게 기본 있을줄 알었는데 없어서 아쉬웠어요 팟타이 먹고 싶을 괜찮을것 시켜 먹었는데 너무하네요 걸린다고 걸리고 팟타이 터져 푸석푸석하고 타이 아이스 얼음 기다린 아깝네요 똠냥꿈 나고 많고 불어 왔어요 시켜 먹으려고 음식 비주 좋지는 않았지만 개정 만족합니다 맛있는 타이 푸드 좋아해요 ,11:30 - 21:30,5000,서울 용산구 한남동 683-134,톰 얌 꿍,https://images.deliveryhero.io/image/yogiyo/REST_OWN_IMG/%EC%84%9C%EC%9A%B8/%EC%9A%A9%EC%82%B0%EA%B5%AC/279805_%EC%96%B4%EB%A9%94%EC%9D%B4%EC%A7%95%ED%83%80%EC%9D%B4-%EC%9D%B4%ED%83%9C%EC%9B%90%EC%A0%90/%EC%97%85%EC%B2%B4%EC%9E%90%EC%B2%B4_20201125_279805_%EC%96%B4%EB%A9%94%EC%9D%B4%EC%A7%95%ED%83%80%EC%9D%B4-%EC%9D%B4%ED%83%9C%EC%9B%90%EC%A0%90_%ED%86%B0%EC%96%8C%EA%BF%8D_1080x640.jpg?width=384&height=273&quality=100
